#gene name,lfc,pval,condition
gene_666,2.38171207607872,0.000200225107983458,sample_9
gene_937,3.13772563022789,7.8709262736964e-05,sample_9
gene_139,2.05937413467832,0.000557992825444893,sample_9
gene_699,2.06900885435021,2.60520339799083e-05,sample_9
gene_266,4.50799512796474,1.68353871037926e-06,sample_9
gene_87,7.27636043916197,2.96026075756831e-09,sample_9
gene_58,3.89731768313519,0.0041942155258335,sample_9
gene_815,2.56629905420062,9.87630564052286e-06,sample_9
gene_10,3.33775284823708,0.000404603434708974,sample_9
gene_974,3.42221037337674,1.9075716191969e-05,sample_9
gene_453,2.9092946612616,2.39311213190463e-06,sample_9
gene_315,3.22466342456258,0.00998052306438737,sample_9
gene_260,4.96469815462881,0.00347494841716898,sample_9
gene_959,2.04078699974909,0.00163777296340147,sample_9
gene_931,3.80430793112221,0.000887228646970331,sample_9
gene_353,5.16332934550175,0.00873609818382893,sample_9
gene_379,4.50558630461836,3.61758511241435e-07,sample_9
gene_458,2.59921880460311,0.00299173640615403,sample_9
gene_114,2.75538426683415,0.000441046667508516,sample_9
gene_816,3.82597670789962,1.98271492796952e-05,sample_9
gene_735,3.13734089240408,0.00772153756512063,sample_9
gene_752,2.10517368222464,0.00536189684001756,sample_9
gene_575,2.79242354606476,2.948721112124e-10,sample_9
gene_329,4.97491292652949,0.000556906930849309,sample_9
gene_857,2.39593089622903,0.00146064742991307,sample_9
gene_874,3.42926642001755,0.00234358651085469,sample_9
gene_46,2.51647055787311,0.00121364111768018,sample_9
gene_748,2.5584729194264,3.22325213655773e-08,sample_9
gene_36,2.52107006633708,0.000891601869516664,sample_9
gene_120,4.87414795257471,5.98835176237881e-06,sample_9
gene_947,3.87117096220538,0.00631798618550066,sample_9
gene_682,2.41033023897149,0.00401741125583961,sample_9
gene_841,2.04820682275504,0.00634728151148324,sample_9
gene_278,2.70581308344364,0.00818309696955491,sample_9
gene_19,3.71485880882519,2.0721371546057e-08,sample_9
gene_720,2.7047822045123,2.51857563679741e-05,sample_9
gene_542,4.41562601069941,0.00670657301329861,sample_9
gene_843,2.61925055632081,0.00766388145853811,sample_9
gene_848,3.67761928894253,0.00136915586035562,sample_9
gene_98,2.23085881804753,0.000230047821241363,sample_9
gene_6,2.42514117701772,0.000455751616553702,sample_9
gene_810,4.69600854068678,0.00179832650570022,sample_5
gene_894,2.04841751463384,0.00151165620952274,sample_5
gene_917,3.61967671952269,0.000450307961740425,sample_5
gene_728,3.76849301264466,4.22696950523344e-10,sample_5
gene_712,2.49537319236106,1.63551968677762e-05,sample_10
gene_588,3.11739880932365,0.0072620320218323,sample_10
gene_114,3.9315328859794,3.52530637808342e-08,sample_10
gene_303,3.67929695773601,0.0046038148561529,sample_10
gene_693,3.93349281744308,0.00240778408231193,sample_10
gene_414,3.37121958483761,1.26683467336432e-05,sample_10
gene_47,2.89662965954357,1.1465503412169e-08,sample_2
gene_803,2.49331686819353,1.47162317229711e-07,sample_2
gene_681,3.69446974499541,0.00716032510961978,sample_2
gene_507,2.96978554205087,0.000756305328673623,sample_2
gene_966,2.42869664878115,4.25974199193748e-07,sample_3
gene_660,3.31985457627533,0.00461120357644607,sample_3
gene_541,4.48665905435431,0.00142845893452357,sample_3
gene_845,3.82533922928969,0.00230583498403501,sample_3
gene_379,4.44675308926388,4.39476763697204e-07,sample_3
gene_355,4.13084814789216,0.00123208756054492,sample_3
gene_750,3.19766011187118,0.00072133864899271,sample_7
gene_215,2.52922262060425,0.00357029111570522,sample_7
gene_34,2.07783770968512,0.00694661912085819,sample_7
gene_391,3.86787765885209,0.000933947932234392,sample_7
gene_137,3.84004023610867,0.000305032287713721,sample_7
gene_468,3.56188907463515,0.000325952690593731,sample_7
gene_663,2.48852870279588,0.00535955546611358,sample_7
gene_959,2.02373089389673,0.00192215097415496,sample_7
gene_648,2.56213749951212,0.00622599266271544,sample_7
gene_541,4.31266585549708,0.00216760949134402,sample_7
gene_845,4.7300941698135,0.000209715019318889,sample_7
gene_458,3.24201873940819,9.43061022309663e-05,sample_7
gene_752,2.27253261334214,0.00254778663317991,sample_7
gene_637,3.76304022542388,4.76535842743468e-07,sample_7
gene_329,4.00849923265369,0.00500867706843845,sample_7
gene_408,6.03255226532981,0.0025423673398884,sample_7
gene_358,3.8737720982236,0.00936847758881607,sample_7
gene_120,2.97837334808384,0.00775808820586761,sample_7
gene_682,2.57768482555631,0.00168166994818819,sample_7
gene_848,3.1069507487563,0.0070666386719338,sample_7
gene_676,4.50037923238717,8.42329051085909e-05,sample_1
gene_750,4.15493789537258,4.60179995041258e-06,sample_1
gene_894,2.47877130510229,1.86848850136203e-05,sample_1
gene_163,3.56110458280677,0.000544800345501268,sample_1
gene_797,3.61432853974981,0.00140675960352719,sample_1
gene_211,3.43752945482652,2.47453111722323e-05,sample_1
gene_992,3.30374888406627,2.52930647179041e-05,sample_1
gene_672,4.02741699502776,0.00389059611834297,sample_1
gene_441,3.6698798162873,0.000491279553904934,sample_1
gene_137,3.74514680910528,0.000441050599306208,sample_1
gene_412,4.6198819883681,0.000666658971006395,sample_1
gene_663,2.44652662434952,0.0066589035734068,sample_1
gene_959,2.81223177102309,2.56487005385678e-07,sample_1
gene_541,3.87375289016647,0.00563406984844467,sample_1
gene_845,3.6131039096994,0.00376466564452494,sample_1
gene_379,4.46176265033895,3.77877007997763e-07,sample_1
gene_310,3.59387521698104,0.00876868003656907,sample_1
gene_874,3.5197877958475,0.00175802563455938,sample_1
gene_91,2.24335434072148,0.000143059393040454,sample_1
gene_727,2.40020884859798,0.000569255249014496,sample_1
gene_120,3.36701142162847,0.00245725245168575,sample_1
gene_25,2.63920818373044,0.00731732621812372,sample_1
gene_947,4.89954652876481,0.000606950328789906,sample_1
gene_447,3.0723696817502,0.00631648173789122,sample_1
gene_414,2.54006614961945,0.00230757786732177,sample_1
gene_19,2.28889738746487,0.00320066177948486,sample_1
gene_848,3.80797673875188,0.000899486797080645,sample_1
gene_106,2.25328383683103,1.14756292290115e-06,sample_6
gene_750,4.9085294324284,2.7193980277909e-08,sample_6
gene_708,5.31756686409421,7.19259039394722e-05,sample_6
gene_838,2.43343554627778,1.97102069096064e-06,sample_6
gene_777,4.68281034062309,0.00295625860996296,sample_6
gene_38,2.97971124192724,0.00110384877378635,sample_6
gene_238,2.98461444129368,0.00161892478995997,sample_6
gene_129,4.18550000355667,0.000897908659896836,sample_6
gene_286,2.14866097730986,1.36562013600868e-07,sample_6
gene_712,2.19942323499672,0.000708845759440807,sample_6
gene_221,2.66832104242482,2.02650382350441e-06,sample_6
gene_797,4.08431836349671,0.000272847766450651,sample_6
gene_211,3.62074735478177,6.94485964322227e-06,sample_6
gene_215,5.01805264999487,1.18521279591333e-11,sample_6
gene_1,2.04168221447571,9.96974739990664e-06,sample_6
gene_201,4.27995297969832,1.43450737119447e-05,sample_6
gene_672,3.795339256605,0.00634629730106796,sample_6
gene_119,3.10792410437653,0.00722497657594742,sample_6
gene_441,3.76148110521655,0.000339710484115085,sample_6
gene_842,2.57741826763989,4.00913210575048e-06,sample_6
gene_391,5.60482363154136,8.55386881871689e-07,sample_6
gene_137,4.19292796859275,6.81686053244044e-05,sample_6
gene_700,3.34543086387024,1.51382139894678e-06,sample_6
gene_139,3.00403981667431,6.28394297272969e-09,sample_6
gene_699,2.98818560438207,7.52872780543047e-14,sample_6
gene_468,2.85129314700097,0.00515607977640025,sample_6
gene_50,2.02720953766979,0.00705605817586399,sample_6
gene_978,2.38265563918578,0.000140308188976638,sample_6
gene_30,2.73027784274684,0.00590364702740029,sample_6
gene_543,5.42141345722173,4.03673359251659e-05,sample_6
gene_10,4.35571333757651,1.49949063817324e-06,sample_6
gene_780,4.86912564335036,3.38190906319819e-05,sample_6
gene_315,4.97658237619915,6.25034772582448e-05,sample_6
gene_74,2.36721228279055,1.73099722467316e-05,sample_6
gene_390,4.30702425571047,0.000243221864867938,sample_6
gene_663,3.24424053537691,0.000117423784268328,sample_6
gene_959,2.76149327620561,5.90042855124813e-07,sample_6
gene_845,3.88287451686287,0.00202917240667274,sample_6
gene_253,2.24919485695192,4.92396688165814e-08,sample_6
gene_816,2.75614109516047,0.00336531777955559,sample_6
gene_465,2.52120719186361,1.51717436568619e-07,sample_6
gene_329,4.01254259652776,0.0049577549745703,sample_6
gene_709,2.02914394534893,0.00268901984417292,sample_6
gene_310,4.14489021224218,0.002702685238192,sample_6
gene_874,4.0706306044409,0.000255826984700962,sample_6
gene_748,2.74965587680737,9.67027094736575e-10,sample_6
gene_576,2.5565181207229,2.44062432427893e-06,sample_6
gene_836,2.32491838776896,0.000520852678915573,sample_6
gene_120,5.6665024614089,9.31000411222129e-08,sample_6
gene_25,3.74120223760854,5.70611146054153e-05,sample_6
gene_947,4.68602825451305,0.00103571644234264,sample_6
gene_475,2.10503485304224,0.00430268868796239,sample_6
gene_789,3.21898475930524,0.00597925969665778,sample_6
gene_447,3.46166607566079,0.00194321002898262,sample_6
gene_415,2.45314687177306,9.57893881609435e-08,sample_6
gene_414,2.54303644607113,0.00228946598755265,sample_6
gene_19,3.29762233305954,1.4509880283332e-06,sample_6
gene_131,2.18030527551365,3.72685387952286e-06,sample_6
gene_987,2.6019697795439,0.00586140086930715,sample_6
gene_848,4.78681108104624,2.08659773980073e-05,sample_6
gene_117,2.44309589242499,0.000113441678755543,sample_6
gene_710,2.05053759338381,0.001416860080574,sample_6
