#gene name,lfc,pval,condition
gene_957,-6.61703633386558e-07,0.909540992889027,sample_4
gene_116,-1.94928389247667e-06,1,sample_4
gene_888,-1.54205001683928e-06,0.100417881408777,sample_4
gene_391,2.1148993292223e-06,0.767101202580209,sample_4
gene_749,-5.33506769821861e-07,0.399009180946898,sample_4
gene_704,-5.27562486695094e-07,0.849044806474738,sample_4
gene_137,4.00782486751017,0.000152755983288978,sample_4
gene_905,2.88785062160707,0.0281966799812351,sample_4
gene_81,-4.64380492474942e-07,0.554367951660304,sample_4
gene_283,-7.02694615179786e-07,1,sample_4
gene_425,-2.17194194381606e-06,1,sample_4
gene_938,-2.69770327458189e-05,0.90428643279212,sample_4
gene_737,-6.62365117457846e-07,1,sample_4
gene_666,1.14099220244896e-05,0.620182892030584,sample_4
gene_937,3.28818253112738e-06,1,sample_4
gene_700,5.45296374814455e-06,0.978849113236441,sample_4
gene_388,-3.44328300539613e-06,1,sample_4
gene_554,-1.99944983595629e-06,0.725055226050594,sample_4
gene_533,2.14683498473202e-06,1,sample_4
gene_259,1.35025293906065,0.0906560304705897,sample_4
gene_945,1.96268104647312e-06,1,sample_4
gene_231,-4.80506796678021e-06,0.746233280285734,sample_4
gene_711,-2.16469979023269e-07,1,sample_4
gene_72,-4.8222335805689e-06,1,sample_4
gene_39,-0.000150865666807013,1,sample_4
gene_90,1.44690020879531,0.109685891206447,sample_4
gene_535,8.65692550373382e-06,1,sample_4
gene_337,0.479371681853262,1,sample_4
gene_118,5.64244016776109e-09,1,sample_4
gene_356,9.62901900964826e-06,0.767331147477216,sample_4
gene_23,-5.21681653519652e-06,1,sample_4
gene_599,-6.3877168610645e-06,1,sample_4
gene_935,-5.13983177912337e-06,1,sample_4
gene_911,-4.8025876568183e-06,0.982910167080962,sample_4
gene_885,-9.5639449693008e-07,5.77464949797395e-05,sample_4
gene_570,-1.79408074920156e-05,0.514283841326601,sample_4
gene_956,3.40557904688045e-07,0.90384991971598,sample_4
gene_318,-3.63466955625738e-06,1,sample_4
gene_70,1.46677997072249e-05,1,sample_4
gene_170,3.33911748424279e-07,1,sample_4
gene_417,1.48531283051569e-05,1,sample_4
gene_921,-2.29978576187465e-06,1,sample_4
gene_864,3.15436482667151e-06,1,sample_4
gene_703,3.89763440122922e-06,1,sample_4
gene_471,-1.26624343290983e-07,1,sample_4
gene_585,-5.08094358619202e-06,0.515242861559006,sample_4
gene_832,1.48123235828281e-06,1,sample_4
gene_404,6.65917241367843e-06,1,sample_4
gene_850,-3.93252483493168e-07,1,sample_4
gene_559,-1.39345601004781e-05,0.399140418340873,sample_4
gene_364,5.35791841608172e-06,1,sample_4
gene_846,6.50757729389789e-06,1,sample_4
gene_148,-6.06799286313001e-07,0.230084988305461,sample_4
gene_139,4.68279827439457e-06,1,sample_4
gene_592,-2.96987640349196e-06,1,sample_4
gene_853,4.17076986644578e-06,0.465704386406191,sample_4
gene_32,-2.06453170912908e-06,0.056898720937682,sample_4
gene_169,-9.75615322679262e-07,1,sample_4
gene_186,7.01291494207056e-06,1,sample_4
gene_115,-7.20074945456473e-06,1,sample_4
gene_966,-8.72352672071414e-06,0.842476772053377,sample_4
gene_509,-2.22446177312475e-07,1,sample_4
gene_650,-1.17607404946456e-05,1,sample_4
gene_699,3.95640829539858e-06,1,sample_4
gene_539,1.00541458177273e-05,0.970296913237293,sample_4
gene_294,-5.79837203977111e-06,0.102165529116815,sample_4
gene_503,-1.53897717275218e-05,1,sample_4
gene_448,-4.50643613192099e-06,1,sample_4
gene_419,-6.66777982086485e-06,1,sample_4
gene_9,-4.76618250144249e-06,1,sample_4
gene_246,1.76247060097099,0.00202303834327824,sample_4
gene_482,-3.00906597937501e-06,1,sample_4
gene_191,2.43416965402098e-05,0.775177283677191,sample_4
gene_180,6.58671207772482e-06,1,sample_4
gene_640,1.34052720085362e-05,0.619765814545315,sample_4
gene_413,1.31039055601836e-06,0.914791951471663,sample_4
gene_607,1.32628248221784e-06,1,sample_4
gene_817,-1.96909644635938e-05,1,sample_4
gene_925,-1.24892165557555e-05,1,sample_4
gene_919,-3.27096285596053e-06,1,sample_4
gene_568,1.88958347833567,0.00254913303738903,sample_4
gene_614,-2.04579654309869e-06,0.90261551061652,sample_4
gene_296,4.97667396045207e-06,1,sample_4
gene_550,-1.141039737999e-06,1,sample_4
gene_468,2.39885050366633e-06,0.970260740164677,sample_4
gene_786,1.36040112884761e-06,1,sample_4
gene_277,-8.68018413744915e-07,1,sample_4
gene_830,-1.86983243828445e-06,1,sample_4
gene_271,-2.30907129811571e-06,2.3310748213979e-05,sample_4
gene_923,3.11867719119659e-05,1,sample_4
gene_208,4.32183136922922e-06,1,sample_4
gene_328,-4.85738214466895e-09,1,sample_4
gene_900,8.89660297713745e-06,0.607322346723149,sample_4
gene_50,7.92622030231143e-06,0.90222335839871,sample_4
gene_153,-3.03239343880001e-06,1,sample_4
gene_203,0.437557771253189,1,sample_4
gene_41,2.78407712968407,0.0206560959922976,sample_4
gene_312,-6.30265749139536e-07,1,sample_4
gene_450,-6.17628570482855e-07,1,sample_4
gene_266,3.66344999440063,0.000156742717603343,sample_4
gene_87,5.88423211718892e-06,0.143155470344478,sample_4
gene_978,1.66571259732281e-06,1,sample_4
gene_907,1.05839924586662e-05,1,sample_4
gene_58,2.45426079379933,0.0559194002456995,sample_4
gene_30,3.16548055792378,0.00261669043856048,sample_4
gene_37,9.69384771133877e-06,0.356339755262432,sample_4
gene_971,-8.28823741463912e-06,0.00961493335690797,sample_4
gene_24,-3.3033297632187e-06,1,sample_4
gene_427,-4.10338632998873e-07,0.312026436853949,sample_4
gene_649,-6.03319241049652e-06,3.66663732733091e-11,sample_4
gene_396,-1.13875444056691e-06,0.000990642691638418,sample_4
gene_374,-9.65410518132709e-07,0.0727492268513029,sample_4
gene_61,1.44238028459317,0.0334382473257981,sample_4
gene_534,7.4000679427301e-06,1,sample_4
gene_951,-1.49743761173022e-06,1,sample_4
gene_460,2.75580260942326e-05,1,sample_4
gene_717,5.6860245501927e-06,1,sample_4
gene_653,-1.86698662084746e-05,1,sample_4
gene_361,9.14720497401196e-06,1,sample_4
gene_815,3.003285843107e-06,1,sample_4
gene_14,-4.14683143727183e-06,1,sample_4
gene_600,-1.64792640798208e-06,1,sample_4
gene_371,-1.2404483230433e-06,0.373035242316866,sample_4
gene_531,4.88339628113451,6.42002077456951e-05,sample_4
gene_999,-9.0744290214926e-07,0.479327923297418,sample_4
gene_497,8.94924122807224e-06,1,sample_4
gene_434,1.10307790015374e-05,1,sample_4
gene_304,9.90310541568563e-06,1,sample_4
gene_134,-1.50535612502819e-06,1,sample_4
gene_778,-3.39997901034761e-06,1,sample_4
gene_232,-3.73260448636771e-06,1,sample_4
gene_289,-2.10965853509503e-06,1,sample_4
gene_387,8.09115606131582e-08,1,sample_4
gene_791,-1.26753181800034e-06,7.87246734479753e-05,sample_4
gene_702,5.1250849241307e-08,1,sample_4
gene_135,-2.57225222944587e-06,0.481860197534704,sample_4
gene_662,-3.26374673308503e-06,0.17806570410523,sample_4
gene_488,1.04466625989733,0.52611552309918,sample_4
gene_543,3.53194064436826,0.00755717006004334,sample_4
gene_10,3.01642010974085,0.0017046173038823,sample_4
gene_986,2.0504441500576,0.0432312146999081,sample_4
gene_411,-2.62408159810848e-06,0.360474989232007,sample_4
gene_993,7.26944507985045e-06,1,sample_4
gene_29,1.77825243410959,0.077771330879895,sample_4
gene_161,-4.74762634773721e-06,0.457368788921451,sample_4
gene_67,-7.770511614769e-06,0.66565295377075,sample_4
gene_416,1.13350509600002e-06,0.820628682655083,sample_4
gene_26,-2.3847759879534e-06,1,sample_4
gene_35,-7.25698677555776e-06,1,sample_4
gene_659,3.39820214228803e-06,1,sample_4
gene_684,-4.25867265760969e-06,1,sample_4
gene_311,2.64499038942766e-06,1,sample_4
gene_195,4.0987768505093e-06,0.989573668752578,sample_4
gene_589,8.16068383965605e-06,1,sample_4
gene_974,5.80950870081821e-06,0.592200386100531,sample_4
gene_453,2.46774344552434,0.00019048755986997,sample_4
gene_582,-1.32067618523301e-06,1,sample_4
gene_617,-1.48848432486974e-06,7.13443027485296e-05,sample_4
gene_804,4.20930900326827e-07,1,sample_4
gene_102,3.82008994931677e-07,0.825936944762872,sample_4
gene_15,-2.81421839403356e-07,0.940878310478155,sample_4
gene_780,-1.83547910941375e-06,0.0113238266786064,sample_4
gene_794,8.36178481986239e-07,1,sample_4
gene_207,-2.53977230120564e-06,0.638428199228076,sample_4
gene_811,-2.95289474263667e-07,1,sample_4
gene_236,1.78892690795323,0.115397518807399,sample_4
gene_671,-8.42463645837973e-07,0.0115787867095224,sample_4
gene_544,1.35942159381499e-06,0.60658246092969,sample_4
gene_315,3.21948646400675,0.0101223434643487,sample_4
gene_227,-2.37257776319391e-06,0.0300004377575773,sample_4
gene_295,-1.80213774947589e-06,1,sample_4
gene_685,-7.08719077638628e-06,0.00651028355665067,sample_4
gene_483,-9.12405137385503e-07,1,sample_4
gene_424,-1.30819820701366e-05,0.295268126902935,sample_4
gene_301,9.57036413677031e-07,1,sample_4
gene_249,-1.23605686025678e-06,1,sample_4
gene_548,-6.06595045457581e-08,1,sample_4
gene_688,3.54493298032959e-06,0.311977868859112,sample_4
gene_74,0.97830427577113,0.148300024734496,sample_4
gene_445,1.45651039565389e-06,0.828114986771527,sample_4
gene_412,2.99144097315374e-06,0.398247433169742,sample_4
gene_145,1.03320119221895e-05,1,sample_4
gene_774,-7.02799024169738e-06,1,sample_4
gene_823,2.39051378964822e-06,0.772695381174218,sample_4
gene_694,1.08010808889661e-05,0.754669715539527,sample_4
gene_906,-6.03267428557142e-05,1,sample_4
gene_56,1.6625352618225,0.0469272540017513,sample_4
gene_162,6.67770448139641e-07,0.887486344629901,sample_4
gene_176,-1.23477419283875e-07,1,sample_4
gene_565,9.28848670442745e-06,1,sample_4
gene_914,-5.37268874222029e-06,0.0343425615632403,sample_4
gene_865,1.0237993927746e-05,1,sample_4
gene_926,-2.47948754921473e-06,1,sample_4
gene_398,1.57162783581771e-05,0.702387685648268,sample_4
gene_840,-8.98673512830759e-06,1,sample_4
gene_418,1.64982892092263e-05,1,sample_4
gene_796,1.40848223951447e-06,1,sample_4
gene_409,6.14739334326971e-06,1,sample_4
gene_803,-5.52923437162541e-06,1,sample_4
gene_909,-1.03523259633177e-05,1,sample_4
gene_899,5.40693483711602e-06,0.189040513123277,sample_4
gene_502,2.38151335761306,0.00011526823416626,sample_4
gene_985,-1.47701089320579e-06,1,sample_4
gene_160,3.19349287383647e-08,1,sample_4
gene_308,3.51820167816643e-05,0.900463148006343,sample_4
gene_390,3.54331398101182,0.00279665952992835,sample_4
gene_952,2.72717599722523e-06,1,sample_4
gene_260,3.66533893973774,0.0253322185728259,sample_4
gene_54,3.90475642510813,0.0102692629676083,sample_4
gene_663,1.9232869260425,0.0436662035587475,sample_4
gene_959,1.76052663304793,0.0145145479638491,sample_4
gene_931,3.85960956312124,0.000733925496676211,sample_4
gene_648,2.81954223941958,0.00223589107384672,sample_4
gene_660,-7.3446007624243e-07,0.914185875955629,sample_4
gene_596,4.02504179010886e-06,1,sample_4
gene_739,1.80942139388066e-06,0.208095641475381,sample_4
gene_187,-1.12260646974937e-06,1,sample_4
gene_313,2.05570972201639e-06,0.338975480059782,sample_4
gene_541,5.77891716213231,3.97752397059352e-05,sample_4
gene_422,9.02522914062418e-07,0.64091859770582,sample_4
gene_577,4.4432753639354,0.0421648887006338,sample_4
gene_772,4.50024810365682,0.000323173012686002,sample_4
gene_353,-1.01941422207985e-07,1,sample_4
gene_639,-4.77489954723858e-08,1,sample_4
gene_331,5.32153732584705,0.0232112469088808,sample_4
gene_646,3.82459186541351,0.0250445472966521,sample_4
gene_342,2.49574755624325e-07,0.817147161550107,sample_4
gene_16,1.9187478941318e-05,0.00285346213196826,sample_4
gene_776,3.23005473161371,0.0278703215379121,sample_4
gene_845,5.03785308054787,8.22162743541292e-05,sample_4
gene_200,7.30871033563771e-06,0.157552601847921,sample_4
gene_184,3.39773250116666e-07,0.718258321206695,sample_4
gene_755,6.34163629668438e-06,0.0308320337256409,sample_4
gene_466,7.75991463752015e-06,0.0291495636548003,sample_4
gene_299,-1.15964646316755e-08,1,sample_4
gene_379,4.81641342587685,3.53242522538697e-08,sample_4
gene_355,1.43082487993793e-06,0.217184522019536,sample_4
gene_762,3.64378943935531,0.0329197922802331,sample_4
gene_584,6.34820678826618e-07,0.870745099100487,sample_4
gene_572,3.04494453483059,0.0659184069123272,sample_4
gene_595,9.88194749263617e-06,0.0255585005812619,sample_4
gene_610,1.05651352265141e-06,0.427191552227027,sample_4
gene_484,2.14316731388437e-07,0.887122573855097,sample_4
gene_869,2.88385287605196,0.0161289038633436,sample_4
gene_458,2.41066490342276,0.00721211628256514,sample_4
gene_753,-7.10757318355505e-06,0.0144088704033983,sample_4
gene_4,-5.24923652577994e-08,1,sample_4
gene_253,-8.0437486385239e-06,1,sample_4
gene_144,-1.5350802836352e-05,1,sample_4
gene_561,-6.43378372167612e-06,0.875249016696277,sample_4
gene_742,-9.82734180834128e-06,1,sample_4
gene_636,-1.14601988461817e-06,1,sample_4
gene_989,-9.06383522131905e-06,0.0557870206459051,sample_4
gene_501,-2.16612375489979e-06,1,sample_4
gene_863,-2.48935605427718e-06,0.0273361451309466,sample_4
gene_449,1.24524596271967e-06,1,sample_4
gene_288,-3.2131316130411e-06,1,sample_4
gene_99,-2.39404907138907e-06,0.0941165751645982,sample_4
gene_761,-2.83974180168517e-06,0.0716214375502643,sample_4
gene_844,-1.28299154868344e-06,1,sample_4
gene_57,1.04696398077617e-06,1,sample_4
gene_114,6.5622024901127e-06,0.647829279566789,sample_4
gene_111,4.18001754972202e-06,1,sample_4
gene_816,1.96456018619186,0.0496206958974424,sample_4
gene_233,9.46088202232558e-07,0.985226776179463,sample_4
gene_870,-1.12877897870814e-05,1,sample_4
gene_124,-7.23860604963757e-08,1,sample_4
gene_104,5.69893231718861e-07,1,sample_4
gene_618,-2.45482267351794e-07,0.100147742837804,sample_4
gene_587,1.0128734519419e-06,0.307510708784826,sample_4
gene_990,-5.25833097929439e-07,1,sample_4
gene_373,8.5129994029834e-06,1,sample_4
gene_861,2.02223984025385,0.0300451975951104,sample_4
gene_697,5.98721229184328e-06,1,sample_4
gene_213,3.55648331474189e-06,1,sample_4
gene_735,1.63926916603215e-06,0.953875957530789,sample_4
gene_981,2.4371343308756e-07,1,sample_4
gene_93,2.1106023743141,0.00612672140292206,sample_4
gene_950,-0.000147148029821089,1,sample_4
gene_465,1.14119269456157e-06,1,sample_4
gene_212,-2.16062502851886e-06,1,sample_4
gene_237,-8.87818416076783e-07,1,sample_4
gene_49,4.1142813796926e-06,0.351511171293611,sample_4
gene_183,-5.13426359191765e-07,0.275950127351891,sample_4
gene_759,-1.31996549409038e-07,1,sample_4
gene_344,-5.90963560776973e-06,1,sample_4
gene_887,-3.1764009031412e-06,1,sample_4
gene_644,5.42663487602916e-06,1,sample_4
gene_828,1.00229017603304e-06,1,sample_4
gene_862,-1.2124631541697e-06,1,sample_4
gene_752,1.37325957723397,0.0637862178413342,sample_4
gene_638,-7.90896149109605e-07,1,sample_4
gene_220,-3.36900397195529e-06,1,sample_4
gene_303,6.51102600848108e-06,0.0607240501338538,sample_4
gene_787,-9.54115491571603e-07,0.0280237255404301,sample_4
gene_760,-2.23701975939641e-06,0.389980093567129,sample_4
gene_272,2.511319230633e-06,0.106731377564876,sample_4
gene_43,-1.44751997698348e-06,1,sample_4
gene_603,-8.02964141386754e-05,1,sample_4
gene_567,9.99796239907582e-06,1,sample_4
gene_893,-1.99427267359053e-07,1,sample_4
gene_627,-1.13387918448801e-05,0.323766139378728,sample_4
gene_270,-6.81151889699581e-08,1,sample_4
gene_997,-8.42248856997859e-07,0.239271628636971,sample_4
gene_165,-4.13936034552564e-07,0.0510220204202052,sample_4
gene_962,3.27575447746588e-06,1,sample_4
gene_112,-3.22132909404167e-06,1,sample_4
gene_889,2.53787360033021e-07,1,sample_4
gene_73,-0.000117234763787467,1,sample_4
gene_393,5.20310341551909e-06,1,sample_4
gene_692,-6.49482764878803e-09,1,sample_4
gene_123,5.38793700588227e-06,0.551446882196826,sample_4
gene_837,5.32627794731292e-06,1,sample_4
gene_976,-5.620786001299e-06,4.79617426220335e-07,sample_4
gene_623,-4.55056698868599e-06,1,sample_4
gene_127,-4.25737006213795e-06,0.47613158461366,sample_4
gene_927,-2.35074869766581e-06,0.50849466327856,sample_4
gene_105,-5.35596969058117e-06,0.265922633441834,sample_4
gene_734,-1.50927159363238e-06,0.317173078245503,sample_4
gene_426,2.53653550338529e-06,1,sample_4
gene_601,-1.29527061641163e-06,0.711534139794284,sample_4
gene_8,-2.09584753367306e-06,1,sample_4
gene_847,-1.67347889809739e-06,1,sample_4
gene_594,2.15952733387506e-05,1,sample_4
gene_474,-1.66706229973347e-06,0.00758217716196719,sample_4
gene_325,-2.53764860208538e-06,1,sample_4
gene_620,-2.4888436061372e-06,1,sample_4
gene_632,-1.22660483595983e-06,1,sample_4
gene_866,5.6272999372549e-07,1,sample_4
gene_551,-2.20904192723742e-06,0.193167997001502,sample_4
gene_31,4.78153277177046e-06,1,sample_4
gene_527,1.71601891541417e-06,1,sample_4
gene_110,-8.78379253541128e-07,8.95450631312252e-05,sample_4
gene_470,-4.26621060448107e-07,0.0170934397506459,sample_4
gene_988,-9.66187286609487e-07,0.0744730832109496,sample_4
gene_399,-9.68267658496073e-07,0.162430372505958,sample_4
gene_389,-2.02035749399834e-06,0.167221815650386,sample_4
gene_619,-2.18763061306491e-07,0.0112863648639123,sample_4
gene_747,-6.25654821067767e-06,0.0631486318226869,sample_4
gene_368,-1.20934497661654e-06,1,sample_4
gene_808,-6.81935352919544e-07,1,sample_4
gene_858,9.07267570448773e-06,1,sample_4
gene_934,-6.72232634570481e-07,1,sample_4
gene_242,2.21189143697071e-06,1,sample_4
gene_949,-5.43515289935029e-07,0.00724572093855298,sample_4
gene_397,8.59672145882189e-07,0.866135199744265,sample_4
gene_652,3.0747139168628e-06,0.316982829961194,sample_4
gene_292,5.76110082406174e-07,1,sample_4
gene_579,-2.39896129480386e-06,0.46902418992122,sample_4
gene_980,-5.72703481695717e-07,1,sample_4
gene_226,2.09099064978965e-06,1,sample_4
gene_55,2.34076726141246,0.0246957326052902,sample_4
gene_903,7.1496832463598e-06,0.199662275873108,sample_4
gene_545,1.49729058229139,0.0993552989496548,sample_4
gene_574,-4.65983141731265e-06,1,sample_4
gene_431,2.75193787248703e-07,0.79578097255393,sample_4
gene_983,-1.52431809078579e-07,1,sample_4
gene_382,-1.23280010640239e-06,0.782140314535246,sample_4
gene_814,9.04843153548586e-08,1,sample_4
gene_878,-1.84958064471128e-06,0.608867769418603,sample_4
gene_343,5.04130903884711e-07,0.838329324054264,sample_4
gene_42,4.82685930188729,0.132693908793971,sample_4
gene_628,8.07475044864398e-07,1,sample_4
gene_319,-2.83952986792751e-06,0.00172889883136436,sample_4
gene_268,-4.97243373220099e-07,1,sample_4
gene_751,-8.14626263438951e-07,1,sample_4
gene_505,-1.50550355856795e-06,1,sample_4
gene_151,-6.339106537686e-07,1,sample_4
gene_205,-1.46477930323538e-06,1,sample_4
gene_223,9.36872427338686e-07,1,sample_4
gene_674,-2.153208509681e-06,1,sample_4
gene_948,4.05819861825056e-06,1,sample_4
gene_385,-5.84926588860565e-06,0.400208618281408,sample_4
gene_380,2.54311421415278e-06,1,sample_4
gene_802,6.58872000721994e-06,1,sample_4
gene_604,-1.22565480275418e-05,0.00638628568989775,sample_4
gene_261,-3.14209061527396e-06,1,sample_4
gene_446,7.53843763658916e-06,1,sample_4
gene_771,-3.06651115810593e-05,1,sample_4
gene_360,1.05700763387598e-05,0.14636777800186,sample_4
gene_736,1.06687844442346,0.471799872621831,sample_4
gene_498,-3.25118650637374e-05,1,sample_4
gene_171,2.26183037841573e-06,1,sample_4
gene_979,3.1688590320655,3.72008263595505e-10,sample_4
gene_108,0.000103909765483369,1,sample_4
gene_128,-2.42559262602255e-05,1,sample_4
gene_279,-7.40625132105057e-07,1,sample_4
gene_363,1.11605943011657e-05,1,sample_4
gene_881,5.38649319601496e-06,1,sample_4
