sample2		0.6438804526489461	PIK3CD->PLCE1->KRAS->RALA<-SRC<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.907409913399607 0.9716297870199024 0.85]	1	[2 2 2 2 2]
sample2		0.6438804526489461	PIK3CD->PLCE1->KRAS->RALA->SRC<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.907409913399607 0.9716297870199024 0.85]	1	[2 2 2 2 2]
sample2		0.5656107352887061	PIK3CD->PLCE1->KRAS->ARAF<-MAPK3<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.9305574350497052 0.9432595740398049 0.75]	1	[2 2 2 2 2]
sample2		0.5431534586961979	PIK3CD->PLCE1->KRAS->ARAF->MAPK1->FRS2	1	[0.9716297870199024 0.8842623917495087 0.9305574350497052 0.7425553194701463 0.9148893610597074]	1	[2 2 2 2 2]
sample2		0.5358421700803625	PIK3CD->PLCE1->KRAS->ARAF<-MAPK1<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.9305574350497052 0.9574446805298537 0.7]	1	[2 2 2 2 2]
sample2		0.45133942776526803	PIK3CD->PLCE1<-KRAS<-ARAF<-MAPK3<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.7425553194701463 0.9432595740398049 0.75]	1	[2 2 2 2 2]
sample2		0.45133942776526803	PIK3CD->PLCE1->KRAS<-ARAF<-MAPK3<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.7425553194701463 0.9432595740398049 0.75]	1	[2 2 2 2 2]
sample2		0.4275850568732997	PIK3CD->PLCE1<-KRAS<-ARAF<-MAPK1<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.7425553194701463 0.9574446805298537 0.7]	1	[2 2 2 2 2]
sample2		0.4275850568732997	PIK3CD->PLCE1->KRAS<-ARAF<-MAPK1<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.7425553194701463 0.9574446805298537 0.7]	1	[2 2 2 2 2]
sample2		0.41557748649186166	PIK3CD->PLCE1->KRAS->ARAF->MAPK1<-FRS2	1	[0.9716297870199024 0.8842623917495087 0.9305574350497052 0.7425553194701463 0.7]	1	[2 2 2 2 2]
